Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2
471,0.9294289151827494,2059,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Pickard, Josiah L.",2301 W. 21st Street ,60608,5357280,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Rigo  Hernandez,,,,,,,b'2059',b'dfss_agencysitelies_2012.csv',b'pickard',b'2301 w. 21st street',b'60608',b'5357280',b'',b'head start',b'5-6 hours',b'',b'',b'lower west side',b'chicago public schools',b'lower west side',b'',b'',b'',b'',b'rigo hernandez',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'rigo hernandez',b'',b'',b'',b'',b'',b''
442,0.8877687652905782,2060,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Pilsen Comm. Academy,1420 W. 17th Street ,60608,5347675,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Adel M. Ali,,,,,,,b'942',b'cps_early_childhood_portal_scrape.csv',b'pilsen',b'1420 w. 17th st.',b'60608',b'5347675',b'',b'head start',b'3-4 hours',b'',b'',b'lower west side',b'chicago public schools',b'lower west side',b'',b'',b'',b'',b'dr. adel m. ali',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'dr. adel m. ali',b'',b'',b'',b'',b'',b''
557,0.949369470278422,2061,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Reavis, William Claude",834 E. 50th Street ,60615,5351060,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Michael T. Johnson,,,,,,,b'2061',b'dfss_agencysitelies_2012.csv',b'reavis',b'834 e. 50th street',b'60615',b'5351060',b'',b'head start',b'5-6 hours',b'',b'',b'kenwood',b'chicago public schools',b'kenwood',b'',b'',b'',b'',b'mr. michael t. johnson',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr. michael t. johnson',b'',b'',b'',b'',b'',b''
417,0.8982257644335429,2062,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Revere, Paul",1010 E. 72nd Street ,60619,5350618,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Veronica J. Thompson,,,,,,,b'2062',b'dfss_agencysitelies_2012.csv',b'revere',b'1010 e. 72nd street',b'60619',b'5350618',b'',b'head start',b'5-6 hours',b'',b'',b'greater grand crossing',b'chicago public schools',b'greater grand crossing',b'',b'',b'',b'',b'mrs. veronica j. thompson',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mrs. veronica j. thompson',b'',b'',b'',b'',b'',b''
506,0.8997030655543009,2063,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Robinson, Jackie R.",4225 S. Lake Park Ave. ,60653,5351777,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Sonja Spiller,,,,,,,b'2744',b'dfss_agencysitelies_2012.csv',b'robinson',b'4225 s. lake park ave.',b'60653',b'5351777',b'',b'head start',b'5-6 hours',b'',b'',b'oakland',b'chicago public schools',b'oakland',b'',b'',b'',b'',b'ms. keshia b. warner',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. sonja spiller',b'',b'',b'',b'',b'',b''
554,0.9118557572364807,2064,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ruggles, Martha M.",7831 S. Prairie Ave. ,60619,5353085,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ida Patterson,,,,,,,b'854',b'dfss_agencysitelies_2012.csv',b'ruggles',b'7831 s. prairie ave.',b'60619',b'5353085',b'',b'head start',b'5-6 hours',b'',b'',b'greater grand crossing',b'chicago public schools',b'greater grand crossing',b'',b'',b'',b'',b'ida patterson',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ida patterson',b'',b'',b'',b'',b'',b''
559,0.9487454692522684,2065,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ryder, William H.",8716 S. Wallace Street ,60620,5353843,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Janice  Preston,,,,,,,b'2749',b'dfss_agencysitelies_2012.csv',b'ryder',b'8716 s. wallace street',b'60620',b'5353843',b'',b'head start',b'3-4 hours',b'',b'',b'auburn gresham',b'chicago public schools',b'auburn gresham',b'',b'',b'',b'',b'mrs. janice preston',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mrs. janice preston',b'',b'',b'',b'',b'',b''
715,0.9154895345369974,2066,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ryerson, Martin A.",646 N Lawndale ,60624,5346700,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Lorenzo Russell,,,,,,,b'1104',b'dfss_agencysitelies_2012.csv',b'ryerson',b'646 n. lawndale',b'60624',b'5346700',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'humboldt park',b'chicago public schools',b'humboldt park',b'',b'',b'',b'',b'mr. lorenzo russell',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr. lorenzo russell',b'',b'',b'',b'',b'',b''
595,0.9999574422836304,2067,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Sandoval, Socorro",5534 S Saint Louis Ave ,60629,5350457,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Ana Expinoza,,,,,,,b'2067',b'dfss_agencysitelies_2012.csv',"b'chicago public schools sandoval, socorro'",b'5534 s saint louis ave',b'60629',b'5350457',b'',b'',b'',b'',b'',b'gage park',b'chicago public schools',b'gage park',b'',b'',b'',b'',b'dr. ana expinoza',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'dr. ana expinoza',b'',b'',b'',b'',b'',b''
450,0.9773879845937093,2068,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Saucedo Scholastic Academy, Maria",2850 W. 24 th Blvd ,60623,5341770,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Isamar Vargas Colon,,,,,,,b'2068',b'dfss_agencysitelies_2012.csv',b'spry',b'2850 w. 24 th blvd',b'60623',b'5341700',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south lawndale',b'chicago public schools',b'south lawndale',b'',b'',b'',b'',b'mrs. leticia l. gonzalez',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'isamar vargas colon',b'',b'',b'',b'',b'',b''
223,0.9388833045959473,2069,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Seward, William H.",4600 S Hermitage Ave. ,60609,5354890,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Nora Cardenas,,,,,,,b'2069',b'dfss_agencysitelies_2012.csv',b'seward',b'4600 s. hermitage',b'60609',b'5354890',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'new city',b'chicago public schools',b'new city',b'',b'',b'',b'',b'marcey reyes',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'nora cardenas',b'',b'',b'',b'',b'',b''
525,0.9990827143192291,2070,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Sexton, Austin O.",6020 S. Langley ,60637,5350640,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mrs. Ginger V. Bryant,,,,,,,b'1576',b'dfss_agencysitelies_2012.csv',"b'chicago public schools sexton, austin o.'",b'6020 s. langley',b'60637',b'5350640',b'',b'',b'',b'',b'',b'woodlawn',b'chicago public schools',b'woodlawn',b'',b'',b'',b'',b'mrs. ginger v. bryant',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mrs. ginger v. bryant',b'',b'',b'',b'',b'',b''
627,0.9120720823605856,2071,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Sherwood, Jessie",245 W 57th St ,60621,5350829,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Alice Buzanis,,,,,,,b'2071',b'dfss_agencysitelies_2012.csv',b'sherwood',b'245 w. 57th st.',b'60621',b'5350829',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'englewood',b'chicago public schools',b'englewood',b'',b'',b'',b'',b'alice buzanis',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'alice buzanis',b'',b'',b'',b'',b'',b''
31,0.9999865889549255,2072,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Shields, James",4250 S Rockwell St. ,60632,5357285,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Philip Salemi,,,,,,,b'2072',b'dfss_agencysitelies_2012.csv',"b'chicago public schools shields, james'",b'4250 s rockwell st.',b'60632',b'5357285',b'',b'',b'',b'',b'',b'brighton park',b'chicago public schools',b'brighton park',b'',b'',b'',b'',b'philip salemi',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'philip salemi',b'',b'',b'',b'',b'',b''
425,0.9611444274584452,2073,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Songhai Learning Institute,11725 S. Perry Ave ,60628,5355547,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Kathy Farr,,,,,,,b'2073',b'dfss_agencysitelies_2012.csv',b'songhai',b'11725 s. perry ave',b'60628',b'5355547',b'',b'head start',b'3-4 hours',b'',b'',b'west pullman',b'chicago public schools',b'west pullman',b'',b'',b'',b'',b'ms. taliva a. tillman',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'kathy farr',b'',b'',b'',b'',b'',b''
468,0.9613733291625977,2074,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Spencer Math and Science
Academy",214 N. Lavergne ,60644,5346150,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Shawn L. Jackson,,,,,,,b'2784',b'dfss_agencysitelies_2012.csv',b'spencer',b'214 n. lavergne',b'60644',b'5346150',b'',b'head start',b'3-4 hours',b'',b'',b'austin',b'chicago public schools',b'austin',b'',b'',b'',b'',b'mr. shawn l. jackson',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr. shawn l. jackson',b'',b'',b'',b'',b'',b''
541,0.9405260880788168,2075,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Stagg, Amos A.",7424 S. Morgan St. ,60621,5353565,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Ruth A. Miller,,,,,,,b'2075',b'dfss_agencysitelies_2012.csv',b'stagg',b'7424 s. morgan st.',b'60621',b'5353565',b'',b'head start',b'5-6 hours',b'',b'',b'englewood',b'chicago public schools',b'englewood',b'',b'',b'',b'',b'ms. ruth a. miller',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. ruth a. miller',b'',b'',b'',b'',b'',b''
512,0.890239437421163,2076,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Stewart, Graeme",4525 N. Kenmore ,60640,5342640,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Juliet Rempa,,,,,,,b'751',b'dfss_agencysitelies_2012.csv',b'stewart',b'4525 n. kenmore',b'60640',b'5342640',b'',b'head start',b'5-6 hours',b'',b'',b'uptown',b'chicago public schools',b'uptown',b'',b'',b'',b'',b'ms. patricia a. turner',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. juliet rempa',b'',b'',b'',b'',b'',b''
499,0.9999996423721313,2077,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Stockton, Joseph",4423 N. Magnolia ,60640,5342510,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Jill Besenjak,,,,,,,b'1583',b'chapin_dfss_providers_2011_070212.csv',"b'chicago public schools stockton, joseph'",b'4420 n beacon st',b'60640',b'5342450',b'',b'',b'',b'',b'',b'',b'chicago public schools',b'uptown',b'',b'',b'',b'',b'ms. jill besenjak',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. jill besenjak',b'',b'',b'',b'',b'',b''
333,0.9596690138181051,2078,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Stowe, Harriet Beecher",3444 W. Wabansia ,60647,5344175,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Dr. Charles L. Kyle,,,,,,,b'2078',b'dfss_agencysitelies_2012.csv',b'stowe',b'3444 w. wabansia',b'60647',b'5344175',b'',b'head start',b'3-4 hours',b'',b'',b'humboldt park',b'chicago public schools',b'humboldt park',b'',b'',b'',b'',b'dr. charles l. kyle',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'dr. charles l. kyle',b'',b'',b'',b'',b'',b''
538,0.9131579200426737,2079,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Tanner, Henry O.",7350 S. Evans ,60619,5353870,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Kenndell Smith ,,,,,,,b'2079',b'dfss_agencysitelies_2012.csv',b'tanner',b'7350 s. evans',b'60619',b'5353870',b'',b'head start',b'3-4 hours',b'',b'',b'greater grand crossing',b'chicago public schools',b'greater grand crossing',b'',b'',b'',b'',b'mrs. mona t. miller',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'kenndell smith',b'',b'',b'',b'',b'',b''
490,0.9999998807907104,2080,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Thomas Center, Velma",3625 S Hoyne ,60609,5354088,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Elizabeth Najera ,,,,,,,b'1586',b'chapin_dfss_providers_2011_070212.csv',"b'chicago public schools thomas center, velma'",b'3625 s hoyne',b'60609',b'5354088',b'',b'',b'',b'',b'',b'',b'chicago public schools',b'mckinley park',b'',b'',b'',b'',b'elizabeth najera',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'elizabeth najera',b'',b'',b'',b'',b'',b''
735,0.9997880756855011,2081,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Thorp, James N.",8914 S Buffalo Ave. ,60617,5356250,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Tony Fisher,,,,,,,b'2081',b'dfss_agencysitelies_2012.csv',"b'chicago public schools thorp, james n.'",b'8914 s buffalo ave.',b'60617',b'5356250',b'',b'',b'',b'',b'',b'south chicago',b'chicago public schools',b'south chicago',b'',b'',b'',b'',b'tony fisher',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'tony fisher',b'',b'',b'',b'',b'',b''
338,0.7180117130279541,2082,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Ward, Laura S.",410 N. Monticello ,60624,5346440,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Relanda Hobbs ,,,,,,,b'2082',b'cps_early_childhood_portal_scrape.csv',b'delano',b'3905 w. wilcox',b'60624',b'5346450',b'',b'child parent center',b'3-4 hours',b'',b'',b'west garfield park',b'chicago public schools',b'humboldt park',b'',b'',b'',b'',b'ms. relanda hobbs',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. relanda hobbs',b'',b'',b'',b'',b'',b'child parent center'
460,0.9638579487800598,2083,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Whittier, John Greenleaf",1900 W. 23rd St ,60608,5354590,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Zoila Garcia ,,,,,,,b'2083',b'dfss_agencysitelies_2012.csv',b'whittier',b'1900 w. 23rd st.',b'60608',b'5354590',b'',b'head start',b'3-4 hours',b'',b'',b'lower west side',b'chicago public schools',b'lower west side',b'',b'',b'',b'',b'ms. zoila garcia',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. zoila garcia',b'',b'',b'',b'',b'',b''
476,0.9999618828296661,2084,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Williams, Daniel H.",2710 S. Dearborn ,60616,5349226,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Lashonn Graham,,,,,,,b'2084',b'dfss_agencysitelies_2012.csv',"b'chicago public schools williams, daniel h.'",b'2710 s dearborn',b'60616',b'5349226',b'',b'',b'',b'',b'',b'douglas',b'chicago public schools',b'douglas',b'',b'',b'',b'',b'ms. lashonn graham',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. lashonn graham',b'',b'',b'',b'',b'',b''
534,0.9057098925113678,2085,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Woodlawn Community School,6657 S Kimbark Ave ,60637,5350801,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Frank Embil,,,,,,,b'819',b'dfss_agencysitelies_2012.csv',b'chicago public schools woodlawn community school',b'6657 s kimbark ave',b'60637',b'5350801',b'',b'head start',b'5-6 hours',b'',b'',b'',b'chicago public schools',b'woodlawn',b'',b'',b'',b'',b'frank embil',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'frank embil',b'',b'',b'',b'',b'',b''
511,0.9999991655349731,2086,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Woodson South, Carter G.",44511 S. Evans ,60653,5351822,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Tamara Littlejohn ,,,,,,,b'1592',b'chapin_dfss_providers_2011_070212.csv',"b'chicago public schools woodson south, carter g.'",b'4414 s evans',b'60653',b'5351280',b'',b'',b'',b'',b'',b'',b'chicago public schools',b'grand boulevard',b'',b'',b'',b'',b'ms. renee a. thomas',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'tamara littlejohn',b'',b'',b'',b'',b'',b''
457,0.9347231835126877,2087,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Yates, Richard",1839 N. Richmond ,60647,5344550,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Mr. Harry Randell ,,,,,,,b'2087',b'cps_early_childhood_portal_scrape.csv',b'yates',b'1839 n. richmond',b'60647',b'5344550',b'',b'head start',b'5-6 hours',b'',b'',b'logan square',b'chicago public schools',b'logan square',b'',b'',b'',b'',b'mr. harry randell',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'mr. harry randell',b'',b'',b'',b'',b'',b''
446,0.9482052127520243,2088,DFSS_AgencySiteLies_2012.csv,"Chicago Public Schools Young, Ella Flagg",1434 N. Parkside ,60651,5346200,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Crystal Bell ,,,,,,,b'2088',b'dfss_agencysitelies_2012.csv',b'young',b'1434 n. parkside',b'60651',b'5346200',b'',b'head start',b'3-4 hours',b'',b'',b'austin',b'chicago public schools',b'austin',b'',b'',b'',b'',b'ms. crystal bell',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. crystal bell',b'',b'',b'',b'',b'',b''
478,0.917199989159902,2089,DFSS_AgencySiteLies_2012.csv,Chicago Public Schools Zapata Academy,2728 S. Kostner Ave. ,60623,5341390,,,,,,,Chicago Public Schools,,,,,,,,,,,www.cps.edu,Paula Cottone,Ms. Ruth F. Garcia,,,,,,,b'2865',b'dfss_agencysitelies_2012.csv',b'zapata',b'2728 s. kostner ave.',b'60623',b'5341390',b'',b'head start',b'3-4 hours',b'',b'',b'south lawndale',b'chicago public schools',b'south lawndale',b'',b'',b'',b'',b'ms. ruth f. garcia',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'ms. ruth f. garcia',b'',b'',b'',b'',b'',b''
246,0.9945084452629089,2090,DFSS_AgencySiteLies_2012.csv,Chicago State University Grant Creative Learning Center,4025 S Drexel Blvd. ,60653,2858440,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Grace Ratliff,,,,,,,b'1598',b'chapin_dfss_providers_2011_070212.csv',b'chicago state university grant creative learning center',b'4025 s drexel blvd',b'60653',b'2858440',b'',b'',b'',b'',b'',b'',b'chicago state university',b'oakland',b'',b'',b'',b'',b'mary billingsey',b'yes',b'no',b'yes',"b'4383sa(school age (sa)), 4383ps(child care ps center), 4370p'",b'www.gamechicago.org',b'grace ratliff',b'grace ratliff',b'',b'',b'',b'',b'',b'child care'
258,0.9999998807907104,2091,DFSS_AgencySiteLies_2012.csv,Chicago State University Raise Up a Child,124 E. 113 St. ,60628,7851172,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Sherrie Smith,,,,,,,b'1599',b'chapin_dfss_providers_2011_070212.csv',b'chicago state university raise up a child',b'124 e 113 st',b'60628',b'7851172',b'',b'',b'',b'',b'',b'',b'chicago state university',b'roseland',b'',b'',b'',b'',b'',b'yes',b'yes',b'yes',"b'4138ps(child care ps center), 4134ps(hs collaboration with c'",b'www.gamechicago.org',b'grace ratliff',b'sherrie smith',b'',b'',b'',b'',b'',b''
172,0.9787663420041403,2092,DFSS_AgencySiteLies_2012.csv,Chicago State University Shining Star Early Learning Academy - II,854 E 79th St ,60619,4191994,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Shanida Wray,,,,,,,b'1600',b'chapin_dfss_providers_2011_070212.csv',b'chicago state university shining star early learning academy - ii',b'854 e 79th st',b'60619',b'4191994',b'',b'',b'',b'',b'',b'',b'chicago state university',b'greater grand crossing',b'',b'',b'',b'',b'shnida wray',b'yes',b'no',b'no',b'4142ps(hs collaboration with childcare)',b'www.gamechicago.org',b'grace ratliff',b'shanida wray',b'',b'',b'',b'',b'',b''
172,0.9580175280570984,2093,DFSS_AgencySiteLies_2012.csv,Chicago State University Shining Star Early Learning Academy - III,338 E 103rd St ,60628,9957827,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Erica Shirley ,,,,,,,b'1600',b'chapin_dfss_providers_2011_070212.csv',b'chicago state university shining star early learning academy - ii',b'854 e 79th st',b'60619',b'4191994',b'',b'',b'',b'',b'',b'',b'chicago state university',b'greater grand crossing',b'',b'',b'',b'',b'shnida wray',b'yes',b'no',b'no',b'4142ps(hs collaboration with childcare)',b'www.gamechicago.org',b'grace ratliff',b'shanida wray',b'',b'',b'',b'',b'',b''
173,0.9996841549873352,2094,DFSS_AgencySiteLies_2012.csv,Chicago State University The Love Learning Center,228 E 61st St ,60637,7520243,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Burchell Love ,,,,,,,b'2623',b'dfss_agencysitelies_2012.csv',b'chicago state university the love learning center',b'228 e 61st st',b'60637',b'7520243',b'',b'',b'',b'',b'',b'washington park',b'chicago state university',b'washington park',b'',b'',b'',b'',b'burchell love',b'yes',b'no',b'no',b'',b'www.gamechicago.org',b'grace ratliff',b'burchell love',b'',b'',b'',b'',b'',b''
312,0.9985664288202921,2095,DFSS_AgencySiteLies_2012.csv,Chicago State University Tiny Tots Villa,8128 S. King Dr. ,60641,4836251,,,,,,,Chicago State University,,,,,,,,,,,www.gamechicago.org,Grace Ratliff,Judith Tyson,,,,,,,b'181',b'cps_early_childhood_portal_scrape.csv',b'chicago state university - tiny tots villa',b'8128 s dr. martin luther king dr',b'60641',b'4836251',b'',b'child care',b'extended day',b'',b'',b'',b'chicago state university',b'chatham',b'',b'',b'',b'',b'judith tyson',b'yes',b'no',b'yes',"b'4292ps(child care ps center), 4205ps(hs collaboration with c'",b'www.gamechicago.org',b'grace ratliff',b'judith tyson',b'',b'',b'',b'',b'',b''
148,0.9490211248397827,2096,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers ABC,3415 W. 13th Pl. ,60623,7625655,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Tamarra White ,,,,,,,b'110',b'cps_early_childhood_portal_scrape.csv',b'chicago youth centers - abc',b'3415 w 13th pl',b'60623',b'7625655',b'',b'child care',b'extended day',b'',b'',b'',b'chicago youth centers',b'north lawndale',b'',b'',b'',b'',b'talina bowie',b'yes',b'no',b'no',b'',b'www.chicagoyouthcenters.org',b'harry wells',b'tamarra white',b'',b'',b'',b'',b'',b'child care'
100,0.9988362590471903,2097,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers Centro Nuestro,3222 W. Division ,60651,4893157,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Beth Mrofcza ,,,,,,,b'3102',b'cps_early_childhood_portal_scrape.csv',b'chicago youth centers centro nuestro',b'3222 w division',b'60651',b'4893157',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'humboldt park',b'chicago youth centers',b'humboldt park',b'',b'',b'',b'',b'valerie meritt',b'yes',b'no',b'no',b'4301ps(hs collaboration with childcare & prek)',b'www.chicagoyouthcenters.org',b'harry wells',b'beth mrofcza',b'',b'',b'',b'',b'',b'child care'
769,0.9999999,2098,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers Cuddle Care Academy,4800 S Lake Park Ave ,60615,2851114,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Robbin Cole ,,,,,,,b'1606',b'chapin_dfss_providers_2011_070212.csv',b'chicago youth centers cuddle care academy',b'4800 s lake park ave',b'60615',b'2851114',b'',b'',b'',b'',b'',b'',b'chicago youth centers',b'kenwood',b'',b'',b'',b'',b'',b'yes',b'no',b'no',b'',b'www.chicagoyouthcenters.org',b'harry wells',b'robbin cole',b'',b'',b'',b'',b'',b''
329,0.9978744302477155,2099,DFSS_AgencySiteLies_2012.csv,Chicago Youth Centers Dorothy Gautreaux,975 E. 132nd St. ,60627,2911000,,,,,,,Chicago Youth Centers,,,,,,,,,,,www.chicagoyouthcenters.org,Harry Wells,Glenda Williams ,,,,,,,b'196',b'cps_early_childhood_portal_scrape.csv',b'chicago youth centers - dorothy gautreaux / cyc',b'975 e 132nd st',b'60627',b'2911000',b'',b'child care',b'extended day',b'',b'',b'',b'chicago youth centers',b'riverdale',b'',b'',b'',b'',b'glenda williams',b'yes',b'no',b'no',b'',b'www.chicagoyouthcenters.org',b'harry wells',b'glenda williams',b'',b'',b'',b'',b'',b'child care'
